index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price,passengers
6574,Akasa Air,2023-06-04,Goa,Bangalore,GOA-BAN,08:42,02:15,13h 0min,non-stop,No info,8615,109
6575,GoAir,2023-12-17,Guwahati,Kolkata,GUW-CHE-BAN-KOL,00:04,00:13,4h 0min,2 stops,1 Long layover,12513,64
6576,GoAir,2022-06-13,Jaipur,Bhubaneswar,JAI-SUR-BHU,19:01,18:31,15h 30min,1 stop,Extra baggage allowed,9901,108
6577,GoAir,2022-07-12,Goa,Bangalore,GOA-LUC-PUN-BAN,20:54,17:52,4h 45min,2 stops,No info,5464,63
6578,Vistara,2024-01-04,Pune,Bangalore,PUN-SUR-BAN,15:52,03:00,14h 0min,1 stop,Extra baggage allowed,6575,105
6579,Alliance Air,2022-04-18,Delhi,Raipur,DEL-KOL-RAI,15:10,07:31,12h 30min,1 stop,Extra baggage allowed,7483,46
6580,Vistara,2021-02-11,Raipur,Nagpur,RAI-JAI-NAG,15:01,15:01,1h 0min,1 stop,Limited seats,7302,103
6581,SpiceJet,2021-05-13,Ahmedabad,Bhubaneswar,AHM-CHE-GOA-LUC-BHU,06:41,09:16,14h 30min,3 stops,Business class available,15320,46
6582,GoAir,2024-01-26,Raipur,Patna,RAI-VAR-BAN-PAT,16:32,20:52,14h 30min,2 stops,WiFi available,11821,101
6583,Star Air,2022-05-22,Bangalore,Ahmedabad,BAN-SUR-JAI-AHM,18:48,09:56,15h 45min,2 stops,In-flight meal not included,10794,25
6584,Star Air,2021-12-23,Kolkata,Bangalore,KOL-BAN,23:32,23:01,14h 15min,non-stop,Business class available,2639,50
6585,Vistara,2019-04-08,Patna,Bhubaneswar,PAT-HYD-PUN-VAR-BHU,07:04,19:09,14h 0min,3 stops,New aircraft,10857,55
6586,TruJet,2023-07-15,Bhubaneswar,Delhi,BHU-GUW-RAI-DEL,12:29,09:16,7h 0min,2 stops,Red-eye flight,12115,51
6587,Alliance Air,2024-10-23,Jaipur,Surat,JAI-COC-SUR,02:15,06:36,14h 15min,1 stop,WiFi available,12146,36
6588,Star Air,2025-10-19,Cochin,Bangalore,COC-BAN,14:21,00:51,10h 45min,non-stop,In-flight meal not included,7186,50
6589,SpiceJet,2023-04-23,Nagpur,Bangalore,NAG-MUM-BHU-BAN,06:03,10:15,15h 0min,2 stops,Limited seats,8321,72
6590,SpiceJet,2021-09-12,Indore,Kolkata,IND-KOL,17:46,05:36,5h 15min,non-stop,In-flight meal not included,8353,157
6591,SpiceJet,2021-03-20,Mumbai,Jaipur,MUM-RAI-CHE-GUW-JAI,11:16,12:18,11h 45min,3 stops,In-flight meal not included,12745,76
6592,Alliance Air,2019-12-11,Guwahati,Chennai,GUW-CHE,08:29,12:58,4h 15min,non-stop,Extra baggage allowed,11112,50
6593,Akasa Air,2025-07-20,Delhi,Lucknow,DEL-HYD-LUC,01:19,17:53,9h 45min,1 stop,Red-eye flight,4708,130
6594,Akasa Air,2021-09-28,Mumbai,Guwahati,MUM-GUW,20:04,00:18,9h 45min,non-stop,New aircraft,6665,138
6595,AirAsia India,2021-06-03,Cochin,Pune,COC-JAI-CHE-GUW-PUN,13:36,23:24,2h 15min,3 stops,Business class available,8492,67
6596,SpiceJet,2025-06-13,Patna,Cochin,PAT-DEL-COC,01:17,03:42,1h 30min,1 stop,WiFi available,12471,98
6597,Vistara,2019-11-08,Chennai,Delhi,CHE-PAT-VAR-NAG-DEL,02:34,07:45,5h 45min,3 stops,Business class available,8765,67
6598,GoAir,2024-07-16,Ahmedabad,Raipur,AHM-SUR-DEL-VAR-RAI,00:55,01:03,9h 45min,3 stops,New aircraft,12713,67
6599,AirAsia India,2019-04-10,Surat,Pune,SUR-JAI-CHE-PUN,08:09,23:24,1h 45min,2 stops,1 Long layover,4935,83
6600,Alliance Air,2023-09-22,Chennai,Goa,CHE-MUM-RAI-GOA,18:36,12:09,8h 15min,2 stops,Extra baggage allowed,11393,37
6601,IndiGo,2024-04-11,Raipur,Surat,RAI-SUR,03:58,13:16,5h 0min,non-stop,No info,3916,151
6602,IndiGo,2021-10-13,Goa,Cochin,GOA-COC,19:48,01:48,7h 45min,non-stop,New aircraft,4731,113
6603,IndiGo,2024-06-17,Cochin,Goa,COC-GUW-GOA,06:41,07:25,7h 45min,1 stop,WiFi available,9356,129
6604,SpiceJet,2019-04-11,Goa,Chennai,GOA-BAN-CHE,19:44,14:26,15h 30min,1 stop,New aircraft,7764,104
6605,Alliance Air,2021-08-15,Kolkata,Guwahati,KOL-AHM-GUW,19:29,05:14,1h 15min,1 stop,1 Long layover,6906,57
6606,AirAsia India,2021-06-03,Varanasi,Pune,VAR-GOA-CHE-PUN,13:59,12:47,13h 0min,2 stops,Limited seats,8050,85
6607,SpiceJet,2021-09-27,Guwahati,Mumbai,GUW-PUN-NAG-MUM,08:52,08:35,13h 30min,2 stops,Extra baggage allowed,9309,96
6608,GoAir,2025-12-12,Delhi,Nagpur,DEL-NAG,04:06,22:02,12h 30min,non-stop,WiFi available,11794,137
6609,TruJet,2020-09-26,Bangalore,Patna,BAN-HYD-PAT,01:01,22:15,6h 0min,1 stop,Limited seats,8839,30
6610,AirAsia India,2019-08-01,Ahmedabad,Nagpur,AHM-MUM-JAI-COC-NAG,14:45,13:42,5h 0min,3 stops,Business class available,11168,48
6611,Star Air,2021-05-16,Jaipur,Chennai,JAI-DEL-CHE,23:28,19:17,14h 0min,1 stop,In-flight meal not included,7248,62
6612,TruJet,2019-09-22,Bangalore,Patna,BAN-PAT,22:20,22:23,10h 0min,non-stop,In-flight meal not included,5088,52
6613,Akasa Air,2020-09-24,Bhubaneswar,Patna,BHU-GOA-NAG-PUN-PAT,02:55,20:19,15h 30min,3 stops,1 Long layover,13191,42
6614,Akasa Air,2022-12-09,Nagpur,Indore,NAG-PUN-AHM-IND,16:48,16:05,5h 45min,2 stops,Red-eye flight,10218,84
6615,Star Air,2020-12-04,Ahmedabad,Indore,AHM-COC-NAG-IND,17:16,03:45,15h 45min,2 stops,Red-eye flight,9089,44
6616,IndiGo,2020-04-19,Jaipur,Lucknow,JAI-LUC,21:04,05:06,10h 15min,non-stop,1 Long layover,10858,134
6617,SpiceJet,2022-12-25,Cochin,Pune,COC-PUN,01:44,23:30,3h 0min,non-stop,No info,3925,113
6618,GoAir,2022-06-20,Patna,Goa,PAT-HYD-GOA,02:48,00:37,14h 45min,1 stop,WiFi available,4733,82
6619,GoAir,2021-06-11,Goa,Guwahati,GOA-BAN-KOL-PUN-GUW,19:49,13:06,11h 0min,3 stops,WiFi available,12361,79
6620,TruJet,2023-02-04,Hyderabad,Jaipur,HYD-GOA-JAI,11:21,01:01,13h 15min,1 stop,Business class available,9828,62
6621,TruJet,2024-05-10,Indore,Varanasi,IND-LUC-VAR,09:38,03:06,3h 15min,1 stop,WiFi available,5574,50
6622,Air India,2021-09-04,Hyderabad,Patna,HYD-PAT,07:53,17:18,11h 0min,non-stop,Red-eye flight,6740,183
6623,Air India,2024-04-09,Hyderabad,Guwahati,HYD-SUR-GUW,15:37,23:17,7h 15min,1 stop,Red-eye flight,10686,136
6624,Vistara,2024-10-05,Bhubaneswar,Delhi,BHU-BAN-NAG-CHE-DEL,16:43,14:20,13h 30min,3 stops,New aircraft,6655,101
6625,GoAir,2020-11-02,Guwahati,Ahmedabad,GUW-CHE-IND-AHM,06:31,02:51,6h 30min,2 stops,Limited seats,9440,70
6626,Star Air,2022-09-19,Surat,Bhubaneswar,SUR-BHU,18:52,04:25,2h 45min,non-stop,1 Long layover,10410,57
6627,Star Air,2022-07-02,Cochin,Jaipur,COC-VAR-NAG-LUC-JAI,12:14,21:01,5h 15min,3 stops,No info,9245,28
6628,IndiGo,2019-04-24,Lucknow,Bhubaneswar,LUC-IND-BHU,11:18,04:08,1h 15min,1 stop,Red-eye flight,5703,108
6629,GoAir,2019-06-16,Jaipur,Ahmedabad,JAI-NAG-DEL-GOA-AHM,21:32,12:45,4h 45min,3 stops,1 Long layover,8724,49
6630,Air India,2025-10-18,Indore,Bhubaneswar,IND-COC-LUC-BHU,01:46,13:31,6h 45min,2 stops,Red-eye flight,10311,104
6631,IndiGo,2021-06-11,Bangalore,Jaipur,BAN-NAG-JAI,21:22,09:47,11h 45min,1 stop,Limited seats,6439,115
6632,AirAsia India,2023-09-04,Patna,Raipur,PAT-AHM-RAI,22:22,05:35,4h 30min,1 stop,In-flight meal not included,9013,77
6633,Akasa Air,2025-07-05,Bhubaneswar,Guwahati,BHU-KOL-CHE-GUW,11:33,07:07,5h 30min,2 stops,Extra baggage allowed,12505,78
6634,Alliance Air,2020-02-01,Raipur,Bhubaneswar,RAI-VAR-BHU,21:06,17:08,9h 0min,1 stop,WiFi available,5129,49
6635,IndiGo,2023-10-01,Delhi,Lucknow,DEL-GUW-CHE-COC-LUC,17:29,21:23,12h 0min,3 stops,WiFi available,9444,78
6636,IndiGo,2019-06-01,Delhi,Lucknow,DEL-CHE-BHU-LUC,14:52,03:36,10h 45min,2 stops,1 Long layover,14558,80
6637,Vistara,2020-06-03,Chennai,Kolkata,CHE-COC-KOL,11:45,06:07,15h 0min,1 stop,New aircraft,11072,86
6638,Alliance Air,2022-10-09,Mumbai,Cochin,MUM-COC,01:03,01:38,7h 45min,non-stop,Limited seats,4307,52
6639,Star Air,2021-12-21,Bhubaneswar,Jaipur,BHU-COC-IND-JAI,18:26,17:28,1h 15min,2 stops,In-flight meal not included,12326,41
6640,Air India,2020-04-24,Varanasi,Surat,VAR-AHM-SUR,01:32,18:00,5h 30min,1 stop,Extra baggage allowed,12702,108
6641,TruJet,2024-01-02,Lucknow,Hyderabad,LUC-HYD,12:19,05:34,13h 0min,non-stop,New aircraft,10562,50
6642,IndiGo,2023-06-28,Cochin,Hyderabad,COC-BAN-HYD,10:04,21:06,15h 45min,1 stop,Extra baggage allowed,10586,138
6643,Vistara,2025-05-03,Cochin,Pune,COC-GOA-KOL-RAI-PUN,06:09,13:14,4h 30min,3 stops,Business class available,13834,54
6644,Alliance Air,2021-06-07,Varanasi,Indore,VAR-IND,16:23,09:54,3h 45min,non-stop,Red-eye flight,5782,49
6645,Akasa Air,2021-08-17,Patna,Raipur,PAT-RAI,21:32,20:22,5h 15min,non-stop,In-flight meal not included,11181,142
6646,AirAsia India,2019-05-11,Surat,Bhubaneswar,SUR-LUC-BHU,12:57,10:35,7h 30min,1 stop,No info,4898,135
6647,Vistara,2022-02-19,Hyderabad,Guwahati,HYD-VAR-MUM-IND-GUW,00:51,09:18,11h 15min,3 stops,Limited seats,7309,66
6648,Air India,2019-01-05,Surat,Varanasi,SUR-VAR,10:00,06:28,11h 0min,non-stop,No info,5259,119
6649,Alliance Air,2022-10-17,Hyderabad,Raipur,HYD-RAI,14:25,12:42,12h 15min,non-stop,New aircraft,4154,54
6650,Air India,2020-11-24,Raipur,Cochin,RAI-VAR-DEL-HYD-COC,14:03,02:26,15h 0min,3 stops,New aircraft,15415,82
6651,Star Air,2022-03-13,Pune,Cochin,PUN-KOL-CHE-COC,15:19,16:15,5h 30min,2 stops,New aircraft,7815,24
6652,SpiceJet,2019-02-14,Surat,Chennai,SUR-DEL-CHE,11:27,15:04,6h 30min,1 stop,Extra baggage allowed,13414,122
6653,Vistara,2024-07-17,Chennai,Cochin,CHE-COC,09:33,04:17,3h 45min,non-stop,Limited seats,5311,100
6654,AirAsia India,2020-01-07,Nagpur,Mumbai,NAG-KOL-MUM,17:04,12:31,8h 45min,1 stop,WiFi available,6925,108
6655,Akasa Air,2025-03-19,Goa,Patna,GOA-BHU-JAI-KOL-PAT,04:53,22:41,4h 45min,3 stops,1 Long layover,10837,48
6656,GoAir,2019-06-23,Surat,Bhubaneswar,SUR-BHU,11:24,10:49,4h 45min,non-stop,No info,7360,106
6657,SpiceJet,2019-09-01,Nagpur,Cochin,NAG-KOL-COC,18:51,16:48,11h 15min,1 stop,1 Long layover,4451,115
6658,Akasa Air,2025-03-12,Hyderabad,Bangalore,HYD-IND-BAN,21:06,16:53,2h 0min,1 stop,WiFi available,9603,98
6659,GoAir,2019-04-13,Cochin,Pune,COC-PUN,15:05,18:32,7h 15min,non-stop,1 Long layover,11684,124
6660,TruJet,2025-09-19,Varanasi,Chennai,VAR-DEL-GOA-CHE,05:59,18:20,15h 15min,2 stops,WiFi available,15276,43
6661,Akasa Air,2024-05-11,Pune,Guwahati,PUN-IND-LUC-GUW,11:54,11:53,15h 30min,2 stops,1 Long layover,13759,94
6662,GoAir,2022-04-15,Ahmedabad,Guwahati,AHM-PAT-BHU-BAN-GUW,04:09,02:27,5h 45min,3 stops,WiFi available,11205,50
6663,AirAsia India,2021-09-04,Indore,Guwahati,IND-BAN-PAT-AHM-GUW,17:33,10:10,2h 45min,3 stops,1 Long layover,11914,74
6664,TruJet,2021-06-04,Patna,Indore,PAT-IND,20:44,08:13,7h 0min,non-stop,Business class available,8028,40
6665,Air India,2021-05-09,Guwahati,Indore,GUW-BHU-IND,12:38,01:42,14h 0min,1 stop,Limited seats,7771,66
6666,Akasa Air,2025-11-03,Varanasi,Delhi,VAR-BHU-BAN-NAG-DEL,14:58,19:02,1h 0min,3 stops,1 Long layover,6164,52
6667,Star Air,2022-01-02,Hyderabad,Goa,HYD-RAI-BAN-GOA,16:50,04:27,15h 15min,2 stops,Business class available,8305,33
6668,Star Air,2021-01-27,Lucknow,Jaipur,LUC-JAI,02:12,09:56,15h 15min,non-stop,Business class available,6383,48
6669,Vistara,2019-03-11,Nagpur,Guwahati,NAG-COC-HYD-GUW,11:55,01:42,14h 45min,2 stops,Limited seats,5297,138
6670,GoAir,2020-05-01,Bangalore,Pune,BAN-PUN,03:34,18:28,7h 45min,non-stop,WiFi available,11340,101
6671,TruJet,2025-03-16,Nagpur,Raipur,NAG-MUM-BHU-KOL-RAI,14:13,13:51,4h 30min,3 stops,No info,9149,39
6672,AirAsia India,2020-07-07,Ahmedabad,Bhubaneswar,AHM-IND-VAR-COC-BHU,23:37,22:30,6h 0min,3 stops,1 Long layover,17313,59
6673,Air India,2022-02-18,Bhubaneswar,Delhi,BHU-COC-DEL,04:55,23:43,13h 30min,1 stop,In-flight meal not included,11677,101
6674,IndiGo,2020-09-22,Guwahati,Pune,GUW-PAT-KOL-PUN,14:28,16:43,1h 0min,2 stops,WiFi available,5946,73
6675,Vistara,2023-10-16,Chennai,Indore,CHE-DEL-BAN-IND,15:03,00:16,6h 30min,2 stops,Red-eye flight,8498,89
6676,AirAsia India,2023-12-28,Raipur,Ahmedabad,RAI-DEL-LUC-CHE-AHM,02:20,03:18,15h 15min,3 stops,Business class available,10192,82
6677,Alliance Air,2021-12-23,Varanasi,Mumbai,VAR-DEL-GOA-GUW-MUM,09:51,20:48,8h 30min,3 stops,Red-eye flight,15565,28
6678,GoAir,2025-01-19,Kolkata,Indore,KOL-LUC-DEL-PUN-IND,09:29,15:46,7h 15min,3 stops,WiFi available,14866,73
6679,Alliance Air,2025-01-07,Bangalore,Lucknow,BAN-LUC,17:18,01:34,13h 30min,non-stop,New aircraft,6089,48
6680,Akasa Air,2022-06-08,Varanasi,Goa,VAR-GUW-GOA,02:50,09:58,14h 45min,1 stop,Extra baggage allowed,12334,90
6681,Star Air,2025-12-06,Varanasi,Ahmedabad,VAR-AHM,20:45,15:05,5h 45min,non-stop,1 Long layover,8498,39
6682,Akasa Air,2023-06-11,Nagpur,Cochin,NAG-MUM-JAI-COC,11:15,11:24,6h 15min,2 stops,In-flight meal not included,13775,70
6683,AirAsia India,2023-07-02,Patna,Indore,PAT-BHU-VAR-BAN-IND,06:51,20:54,1h 15min,3 stops,Business class available,11803,53
6684,Akasa Air,2024-10-10,Raipur,Varanasi,RAI-VAR,05:19,05:02,12h 0min,non-stop,WiFi available,9187,160
6685,Air India,2020-11-26,Bangalore,Cochin,BAN-HYD-GUW-VAR-COC,09:58,11:10,5h 0min,3 stops,WiFi available,6891,92
6686,TruJet,2024-06-22,Varanasi,Hyderabad,VAR-BAN-JAI-HYD,11:54,03:04,12h 15min,2 stops,No info,10122,26
6687,Star Air,2023-05-05,Bangalore,Nagpur,BAN-GOA-GUW-NAG,02:56,13:50,15h 0min,2 stops,Business class available,11783,34
6688,AirAsia India,2021-09-01,Jaipur,Ahmedabad,JAI-KOL-NAG-HYD-AHM,19:23,10:54,14h 30min,3 stops,No info,13137,47
6689,SpiceJet,2022-01-17,Raipur,Varanasi,RAI-IND-VAR,01:00,11:36,11h 30min,1 stop,1 Long layover,7546,77
6690,GoAir,2025-07-01,Goa,Mumbai,GOA-VAR-GUW-MUM,11:37,10:05,7h 30min,2 stops,No info,12624,79
6691,TruJet,2023-11-09,Raipur,Hyderabad,RAI-COC-BAN-HYD,05:39,20:10,7h 0min,2 stops,In-flight meal not included,6010,40
6692,GoAir,2023-11-10,Delhi,Bangalore,DEL-PUN-SUR-BAN,14:31,19:28,13h 45min,2 stops,Red-eye flight,9723,106
6693,AirAsia India,2023-03-06,Mumbai,Cochin,MUM-HYD-IND-COC,09:55,14:29,4h 30min,2 stops,Red-eye flight,12405,85
6694,Star Air,2022-01-09,Nagpur,Indore,NAG-PAT-GOA-IND,21:33,17:43,8h 45min,2 stops,WiFi available,10310,40
6695,GoAir,2023-06-13,Chennai,Pune,CHE-PUN,09:55,02:18,6h 30min,non-stop,In-flight meal not included,8287,132
6696,Alliance Air,2020-05-12,Guwahati,Lucknow,GUW-NAG-GOA-MUM-LUC,13:03,23:28,11h 15min,3 stops,No info,8037,25
6697,Akasa Air,2022-09-14,Lucknow,Jaipur,LUC-RAI-GUW-IND-JAI,19:03,20:51,3h 45min,3 stops,Limited seats,13449,81
6698,Vistara,2024-02-05,Surat,Hyderabad,SUR-HYD,09:43,05:25,15h 15min,non-stop,WiFi available,9224,100
6699,GoAir,2021-10-27,Pune,Hyderabad,PUN-COC-HYD,23:48,10:49,7h 45min,1 stop,Red-eye flight,9825,83
6700,Star Air,2019-08-28,Varanasi,Nagpur,VAR-HYD-NAG,17:28,15:18,12h 15min,1 stop,Red-eye flight,8588,47
6701,GoAir,2022-08-08,Surat,Lucknow,SUR-KOL-CHE-LUC,08:34,18:42,12h 45min,2 stops,1 Long layover,7216,93
6702,GoAir,2022-04-20,Goa,Nagpur,GOA-BHU-AHM-RAI-NAG,04:56,22:22,7h 15min,3 stops,Business class available,14486,66
6703,Air India,2019-04-23,Varanasi,Mumbai,VAR-KOL-HYD-MUM,04:36,21:13,14h 30min,2 stops,Business class available,6202,91
6704,Air India,2024-02-20,Surat,Nagpur,SUR-BAN-NAG,04:12,06:03,1h 15min,1 stop,In-flight meal not included,7222,190
6705,IndiGo,2021-10-10,Indore,Goa,IND-MUM-LUC-AHM-GOA,06:38,05:36,9h 0min,3 stops,New aircraft,13617,73
6706,Vistara,2021-07-14,Indore,Bangalore,IND-COC-JAI-BAN,20:02,08:07,14h 15min,2 stops,In-flight meal not included,13167,71
6707,Air India,2024-01-21,Cochin,Jaipur,COC-DEL-BHU-JAI,13:25,22:52,5h 15min,2 stops,No info,6720,169
6708,Air India,2025-01-22,Guwahati,Kolkata,GUW-BHU-CHE-KOL,07:41,11:00,9h 0min,2 stops,WiFi available,7842,97
6709,Alliance Air,2022-02-26,Varanasi,Guwahati,VAR-GUW,20:05,17:42,12h 0min,non-stop,Red-eye flight,5943,50
6710,TruJet,2022-04-03,Varanasi,Hyderabad,VAR-PAT-HYD,00:46,19:54,5h 30min,1 stop,New aircraft,12126,49
6711,GoAir,2022-07-21,Cochin,Guwahati,COC-JAI-GUW,04:20,22:02,14h 30min,1 stop,Extra baggage allowed,11798,97
6712,SpiceJet,2024-01-10,Pune,Jaipur,PUN-BAN-KOL-NAG-JAI,13:07,18:13,11h 15min,3 stops,No info,13188,64
6713,Alliance Air,2025-05-19,Goa,Ahmedabad,GOA-IND-AHM,20:08,22:40,12h 0min,1 stop,Extra baggage allowed,10185,39
6714,Star Air,2021-07-05,Indore,Jaipur,IND-DEL-VAR-JAI,21:46,02:58,2h 0min,2 stops,1 Long layover,10390,43
6715,Vistara,2020-10-11,Jaipur,Guwahati,JAI-BAN-GUW,23:23,14:01,4h 45min,1 stop,Limited seats,4431,147
6716,Star Air,2022-03-22,Bangalore,Patna,BAN-PAT,01:09,13:33,3h 45min,non-stop,New aircraft,10443,62
6717,Star Air,2020-03-10,Chennai,Cochin,CHE-RAI-KOL-COC,08:25,01:32,2h 0min,2 stops,Extra baggage allowed,12564,34
6718,Vistara,2023-10-21,Jaipur,Guwahati,JAI-PAT-MUM-IND-GUW,06:44,03:25,1h 45min,3 stops,Business class available,17238,34
6719,GoAir,2025-07-10,Cochin,Bangalore,COC-SUR-BAN,20:21,21:17,7h 0min,1 stop,1 Long layover,6044,72
6720,TruJet,2025-07-27,Cochin,Mumbai,COC-IND-JAI-MUM,00:41,18:33,15h 45min,2 stops,WiFi available,13942,41
6721,Air India,2020-04-26,Varanasi,Cochin,VAR-NAG-COC,01:32,20:28,13h 15min,1 stop,Limited seats,7566,186
6722,AirAsia India,2019-01-06,Guwahati,Chennai,GUW-BHU-CHE,13:19,06:48,6h 0min,1 stop,In-flight meal not included,9673,104
6723,SpiceJet,2020-12-24,Chennai,Goa,CHE-MUM-GOA,10:38,22:56,14h 30min,1 stop,Business class available,3916,126
6724,IndiGo,2022-09-13,Bangalore,Pune,BAN-PUN,14:32,11:07,4h 15min,non-stop,1 Long layover,5304,170
6725,Akasa Air,2024-05-12,Guwahati,Hyderabad,GUW-DEL-HYD,15:37,16:12,8h 45min,1 stop,In-flight meal not included,5418,104
6726,TruJet,2021-11-27,Nagpur,Raipur,NAG-PAT-GOA-RAI,12:43,00:15,10h 0min,2 stops,Red-eye flight,7794,53
6727,Alliance Air,2022-06-25,Ahmedabad,Mumbai,AHM-PUN-DEL-NAG-MUM,09:53,10:05,9h 0min,3 stops,Limited seats,16324,24
6728,GoAir,2020-02-11,Kolkata,Indore,KOL-SUR-IND,18:58,16:17,10h 15min,1 stop,WiFi available,6709,106
6729,GoAir,2023-06-02,Mumbai,Kolkata,MUM-SUR-HYD-NAG-KOL,11:31,11:51,4h 0min,3 stops,In-flight meal not included,8229,73
6730,Alliance Air,2022-04-24,Lucknow,Delhi,LUC-DEL,04:07,19:51,13h 45min,non-stop,Limited seats,9092,54
6731,Vistara,2020-02-22,Patna,Mumbai,PAT-VAR-GUW-MUM,03:25,02:03,3h 30min,2 stops,No info,6629,63
6732,Star Air,2023-02-28,Surat,Goa,SUR-LUC-GOA,00:25,06:00,9h 45min,1 stop,In-flight meal not included,10893,48
6733,Air India,2022-06-04,Hyderabad,Indore,HYD-GOA-KOL-BHU-IND,02:46,03:58,7h 0min,3 stops,Limited seats,9645,84
6734,SpiceJet,2019-06-05,Kolkata,Patna,KOL-BHU-NAG-VAR-PAT,21:24,18:54,10h 15min,3 stops,New aircraft,11137,82
6735,Star Air,2023-04-21,Lucknow,Delhi,LUC-NAG-GUW-RAI-DEL,10:30,16:53,14h 45min,3 stops,WiFi available,9251,25
6736,Air India,2019-10-24,Raipur,Kolkata,RAI-VAR-COC-KOL,13:06,02:12,4h 0min,2 stops,In-flight meal not included,9811,77
6737,Alliance Air,2024-05-26,Kolkata,Patna,KOL-NAG-GOA-DEL-PAT,13:55,07:54,3h 45min,3 stops,No info,8832,28
6738,Star Air,2019-09-25,Raipur,Indore,RAI-JAI-KOL-IND,01:41,07:07,6h 45min,2 stops,Extra baggage allowed,14619,23
6739,AirAsia India,2025-03-23,Raipur,Kolkata,RAI-HYD-KOL,07:21,06:08,4h 45min,1 stop,WiFi available,7641,76
6740,Vistara,2021-06-18,Cochin,Indore,COC-NAG-BHU-PAT-IND,18:14,13:11,1h 30min,3 stops,New aircraft,12349,54
6741,TruJet,2020-05-21,Jaipur,Raipur,JAI-RAI,07:57,02:09,11h 15min,non-stop,No info,8670,62
6742,TruJet,2023-10-09,Ahmedabad,Nagpur,AHM-PAT-IND-HYD-NAG,14:40,23:16,15h 30min,3 stops,WiFi available,9638,17
6743,Air India,2023-10-08,Patna,Jaipur,PAT-JAI,14:35,17:01,8h 15min,non-stop,No info,3373,278
6744,Vistara,2020-02-19,Cochin,Nagpur,COC-RAI-NAG,00:18,09:06,10h 15min,1 stop,1 Long layover,5722,130
6745,Alliance Air,2023-09-27,Lucknow,Bhubaneswar,LUC-RAI-GUW-BHU,23:28,12:01,10h 15min,2 stops,WiFi available,14211,22
6746,Vistara,2025-01-17,Nagpur,Raipur,NAG-HYD-BHU-RAI,17:11,09:26,13h 45min,2 stops,1 Long layover,5678,80
6747,Alliance Air,2022-11-13,Pune,Jaipur,PUN-CHE-SUR-JAI,02:54,06:57,12h 30min,2 stops,Extra baggage allowed,10421,32
6748,Alliance Air,2020-11-14,Hyderabad,Bangalore,HYD-MUM-BAN,04:12,19:58,5h 15min,1 stop,Extra baggage allowed,5974,47
6749,Vistara,2024-03-26,Nagpur,Mumbai,NAG-GUW-SUR-MUM,10:58,22:11,5h 15min,2 stops,No info,9074,101
6750,Alliance Air,2019-04-27,Jaipur,Bhubaneswar,JAI-BHU,06:07,03:18,7h 45min,non-stop,WiFi available,3413,51
6751,Akasa Air,2025-12-16,Pune,Raipur,PUN-HYD-SUR-LUC-RAI,16:28,20:45,12h 30min,3 stops,New aircraft,11079,50
6752,Vistara,2019-09-15,Chennai,Ahmedabad,CHE-VAR-AHM,09:32,19:07,15h 30min,1 stop,Limited seats,5826,108
6753,Vistara,2022-05-03,Bangalore,Ahmedabad,BAN-PUN-GUW-AHM,11:59,05:36,13h 0min,2 stops,Business class available,13945,86
6754,GoAir,2023-08-04,Patna,Guwahati,PAT-GUW,03:11,11:21,12h 15min,non-stop,Limited seats,9217,115
6755,SpiceJet,2024-09-18,Surat,Varanasi,SUR-HYD-DEL-VAR,14:54,00:12,6h 45min,2 stops,1 Long layover,10377,79
6756,Air India,2023-07-25,Ahmedabad,Bhubaneswar,AHM-HYD-KOL-BHU,20:07,05:14,15h 15min,2 stops,Business class available,11140,66
6757,Air India,2024-04-10,Nagpur,Indore,NAG-RAI-JAI-IND,02:01,16:27,9h 45min,2 stops,Extra baggage allowed,12712,182
6758,Air India,2024-02-27,Varanasi,Kolkata,VAR-SUR-IND-KOL,18:47,19:49,9h 0min,2 stops,WiFi available,12105,151
6759,Vistara,2025-02-10,Bangalore,Goa,BAN-HYD-PUN-GOA,09:28,06:14,13h 15min,2 stops,Limited seats,13944,104
6760,IndiGo,2024-06-19,Ahmedabad,Indore,AHM-GOA-IND,05:06,12:45,8h 30min,1 stop,Business class available,8432,117
6761,IndiGo,2020-06-16,Jaipur,Ahmedabad,JAI-AHM,15:32,13:00,2h 15min,non-stop,Limited seats,8058,141
6762,Vistara,2024-09-07,Varanasi,Mumbai,VAR-CHE-LUC-JAI-MUM,15:33,00:59,11h 0min,3 stops,In-flight meal not included,14374,52
6763,Star Air,2022-10-12,Hyderabad,Pune,HYD-NAG-PUN,22:47,13:30,6h 45min,1 stop,Business class available,8024,42
6764,TruJet,2025-01-01,Raipur,Mumbai,RAI-COC-MUM,11:25,08:18,4h 30min,1 stop,In-flight meal not included,10379,50
6765,GoAir,2021-03-23,Chennai,Delhi,CHE-DEL,00:32,21:15,1h 30min,non-stop,WiFi available,8625,107
6766,SpiceJet,2021-11-17,Jaipur,Hyderabad,JAI-HYD,03:41,05:56,3h 30min,non-stop,Red-eye flight,5939,128
6767,Air India,2025-08-11,Raipur,Hyderabad,RAI-PAT-HYD,07:06,03:47,9h 0min,1 stop,Limited seats,6899,238
6768,IndiGo,2023-07-09,Indore,Nagpur,IND-NAG,12:02,18:19,8h 0min,non-stop,Extra baggage allowed,3105,128
